service_id,date,exception_type
31,20130427,1
31,20130428,1
31,20130504,1
31,20130505,1
31,20130511,1
31,20130512,1
31,20130518,1
32,20121130,1
33,20121203,1
33,20121204,1
33,20121205,1
33,20121206,1
33,20121207,1
34,20121210,1
34,20121211,1
34,20121212,1
34,20121213,1
34,20121214,1
35,20121217,1
35,20121218,1
35,20121219,1
35,20121220,1
35,20121221,1
35,20121224,1
35,20121226,1
35,20121227,1
35,20121228,1
35,20121231,1
35,20130102,1
35,20130103,1
35,20130104,1
35,20130107,1
35,20130108,1
35,20130109,1
35,20130110,1
35,20130111,1
35,20130114,1
35,20130115,1
35,20130116,1
35,20130117,1
35,20130118,1
35,20130121,1
35,20130122,1
35,20130123,1
35,20130124,1
35,20130125,1
35,20130128,1
35,20130129,1
35,20130130,1
35,20130131,1
35,20130201,1
35,20130204,1
35,20130205,1
35,20130206,1
35,20130207,1
35,20130208,1
35,20130211,1
35,20130212,1
35,20130213,1
35,20130214,1
35,20130215,1
35,20130218,1
35,20130219,1
35,20130220,1
35,20130221,1
35,20130222,1
35,20130225,1
35,20130226,1
35,20130227,1
35,20130228,1
35,20130301,1
35,20130304,1
35,20130305,1
35,20130306,1
35,20130307,1
35,20130308,1
35,20130311,1
35,20130312,1
35,20130313,1
35,20130314,1
35,20130315,1
35,20130318,1
35,20130319,1
35,20130320,1
35,20130321,1
35,20130322,1
35,20130325,1
35,20130326,1
35,20130327,1
35,20130328,1
35,20130329,1
35,20130401,1
35,20130402,1
35,20130403,1
35,20130404,1
35,20130405,1
35,20130408,1
35,20130409,1
35,20130410,1
35,20130411,1
35,20130412,1
35,20130415,1
35,20130416,1
35,20130417,1
35,20130418,1
35,20130419,1
35,20130422,1
35,20130423,1
35,20130424,1
35,20130425,1
35,20130426,1
35,20130429,1
35,20130430,1
35,20130501,1
35,20130502,1
35,20130503,1
35,20130506,1
35,20130507,1
35,20130508,1
35,20130509,1
35,20130510,1
35,20130513,1
35,20130514,1
35,20130515,1
35,20130516,1
35,20130517,1
35,20130520,1
35,20130521,1
35,20130522,1
35,20130523,1
35,20130524,1
35,20130527,1
35,20130528,1
36,20121130,1
36,20121201,1
36,20121202,1
36,20121203,1
36,20121204,1
36,20121205,1
36,20121206,1
36,20121207,1
36,20121208,1
36,20121209,1
36,20121210,1
36,20121211,1
36,20121212,1
36,20121213,1
36,20121214,1
36,20121215,1
36,20121216,1
36,20121217,1
36,20121218,1
36,20121219,1
36,20121220,1
36,20121221,1
36,20121222,1
36,20121223,1
36,20121224,1
36,20121225,1
36,20121226,1
36,20121227,1
36,20121228,1
36,20121229,1
36,20121230,1
36,20121231,1
36,20130101,1
36,20130102,1
36,20130103,1
36,20130104,1
36,20130105,1
36,20130106,1
36,20130107,1
36,20130108,1
36,20130109,1
36,20130110,1
36,20130111,1
36,20130112,1
36,20130113,1
36,20130114,1
36,20130115,1
36,20130116,1
36,20130117,1
36,20130118,1
36,20130119,1
36,20130120,1
36,20130121,1
36,20130122,1
36,20130123,1
36,20130124,1
36,20130125,1
36,20130126,1
36,20130127,1
36,20130128,1
36,20130129,1
36,20130130,1
36,20130131,1
36,20130201,1
36,20130202,1
36,20130203,1
36,20130204,1
36,20130205,1
36,20130206,1
36,20130207,1
36,20130208,1
36,20130209,1
36,20130210,1
36,20130211,1
36,20130212,1
36,20130213,1
36,20130214,1
36,20130215,1
36,20130216,1
36,20130217,1
36,20130218,1
36,20130219,1
36,20130220,1
36,20130221,1
36,20130222,1
36,20130223,1
36,20130224,1
36,20130225,1
36,20130226,1
36,20130227,1
36,20130228,1
36,20130301,1
36,20130302,1
36,20130303,1
36,20130304,1
36,20130305,1
36,20130306,1
36,20130307,1
36,20130308,1
36,20130309,1
36,20130310,1
36,20130311,1
36,20130312,1
36,20130313,1
36,20130314,1
36,20130315,1
36,20130316,1
36,20130317,1
36,20130318,1
36,20130319,1
36,20130320,1
36,20130321,1
36,20130322,1
36,20130323,1
36,20130324,1
36,20130325,1
36,20130326,1
36,20130327,1
36,20130328,1
36,20130329,1
36,20130330,1
36,20130331,1
36,20130401,1
36,20130402,1
36,20130403,1
36,20130404,1
36,20130405,1
36,20130406,1
36,20130407,1
36,20130408,1
36,20130409,1
36,20130410,1
36,20130411,1
36,20130412,1
36,20130413,1
36,20130414,1
36,20130415,1
36,20130416,1
36,20130417,1
36,20130418,1
36,20130419,1
36,20130420,1
36,20130421,1
36,20130422,1
36,20130423,1
36,20130424,1
36,20130425,1
36,20130426,1
36,20130427,1
36,20130428,1
36,20130429,1
36,20130430,1
36,20130501,1
36,20130502,1
36,20130503,1
36,20130504,1
36,20130505,1
36,20130506,1
36,20130507,1
36,20130508,1
36,20130509,1
36,20130510,1
36,20130511,1
36,20130512,1
36,20130513,1
36,20130514,1
36,20130515,1
36,20130516,1
36,20130517,1
36,20130518,1
37,20121130,1
37,20121201,1
37,20121202,1
37,20121203,1
37,20121204,1
37,20121205,1
37,20121206,1
37,20121207,1
37,20121208,1
37,20121209,1
37,20121210,1
37,20121211,1
37,20121212,1
37,20121213,1
37,20121214,1
37,20121215,1
37,20121216,1
37,20121217,1
37,20121218,1
37,20121219,1
37,20121220,1
37,20121221,1
37,20121222,1
37,20121223,1
37,20121224,1
37,20121225,1
37,20121226,1
37,20121227,1
37,20121228,1
37,20121229,1
37,20121230,1
37,20121231,1
37,20130101,1
37,20130102,1
37,20130103,1
37,20130104,1
37,20130105,1
37,20130106,1
37,20130107,1
37,20130108,1
37,20130109,1
37,20130110,1
37,20130111,1
37,20130112,1
37,20130113,1
37,20130114,1
37,20130115,1
37,20130116,1
37,20130117,1
37,20130118,1
37,20130119,1
37,20130120,1
37,20130121,1
37,20130122,1
37,20130123,1
37,20130124,1
37,20130125,1
37,20130126,1
37,20130127,1
37,20130128,1
37,20130129,1
37,20130130,1
37,20130131,1
37,20130201,1
37,20130202,1
37,20130203,1
37,20130204,1
37,20130205,1
37,20130206,1
37,20130207,1
37,20130208,1
37,20130209,1
37,20130210,1
37,20130211,1
37,20130212,1
37,20130213,1
37,20130214,1
37,20130215,1
37,20130216,1
37,20130217,1
37,20130218,1
37,20130219,1
37,20130220,1
37,20130221,1
37,20130222,1
37,20130223,1
37,20130224,1
37,20130225,1
37,20130226,1
37,20130227,1
37,20130228,1
37,20130301,1
37,20130302,1
37,20130303,1
37,20130304,1
37,20130305,1
37,20130306,1
37,20130307,1
37,20130308,1
37,20130309,1
37,20130310,1
37,20130311,1
37,20130312,1
37,20130313,1
37,20130314,1
37,20130315,1
37,20130316,1
37,20130317,1
37,20130318,1
37,20130319,1
37,20130320,1
37,20130321,1
37,20130322,1
37,20130323,1
37,20130324,1
37,20130325,1
37,20130326,1
37,20130327,1
37,20130328,1
37,20130329,1
37,20130330,1
37,20130331,1
37,20130401,1
37,20130402,1
37,20130403,1
37,20130404,1
37,20130405,1
37,20130406,1
37,20130407,1
37,20130408,1
37,20130409,1
37,20130410,1
37,20130411,1
37,20130412,1
37,20130413,1
37,20130414,1
37,20130415,1
37,20130416,1
37,20130417,1
37,20130418,1
37,20130419,1
37,20130420,1
37,20130421,1
37,20130422,1
37,20130423,1
37,20130424,1
37,20130425,1
37,20130426,1
37,20130427,1
37,20130428,1
37,20130429,1
37,20130430,1
37,20130501,1
37,20130502,1
37,20130503,1
37,20130504,1
37,20130505,1
37,20130506,1
37,20130507,1
37,20130508,1
37,20130509,1
37,20130510,1
37,20130511,1
37,20130512,1
37,20130513,1
37,20130514,1
37,20130515,1
37,20130516,1
37,20130517,1
38,20121201,1
38,20121208,1
38,20121215,1
38,20121222,1
38,20121229,1
38,20130105,1
38,20130112,1
38,20130119,1
38,20130126,1
38,20130202,1
38,20130209,1
38,20130216,1
38,20130223,1
38,20130302,1
38,20130309,1
38,20130316,1
38,20130323,1
38,20130330,1
38,20130406,1
38,20130413,1
38,20130420,1
38,20130427,1
38,20130504,1
38,20130511,1
38,20130518,1
38,20130525,1
39,20121202,1
39,20121209,1
39,20121216,1
39,20121223,1
39,20121225,1
39,20121230,1
39,20130101,1
39,20130106,1
39,20130113,1
39,20130120,1
39,20130127,1
39,20130203,1
39,20130210,1
39,20130217,1
39,20130224,1
39,20130303,1
39,20130310,1
39,20130317,1
39,20130324,1
39,20130331,1
39,20130407,1
39,20130414,1
39,20130421,1
39,20130428,1
39,20130505,1
39,20130512,1
39,20130519,1
39,20130526,1
40,20121202,1
40,20121230,1
